,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,binary,lat,lc,location,lon,obs_date
1517,125,68,64,107,52,142,228,229,601,262,0,18.92009194,3,Valsequillo,-98.18204271,2020-02-16
1518,270,174,104,222,135,231,472,538,1074,600,0,18.9151512,3,Valsequillo,-98.18473766,2020-02-16
1519,382,179,108,201,135,260,641,775,1220,862,0,18.91074946,3,Valsequillo,-98.18554614,2020-02-16
1520,3210,3355,2360,2834,2702,2519,2497,2663,2903,2672,1,18.95198213,1,Valsequillo,-98.2062074,2020-02-16
1521,3027,2281,769,997,1316,1552,1740,1856,1899,2122,1,18.94542443,1,Valsequillo,-98.19219368,2020-02-16
1522,2206,1361,246,421,400,911,2118,2507,2932,2976,1,18.93913622,1,Valsequillo,-98.20171582,2020-02-16
1523,3598,2744,833,1076,1462,1751,1997,2154,2276,2492,1,18.93177003,1,Valsequillo,-98.22803646,2020-02-16
1524,1535,1045,238,373,408,698,1263,1416,1368,1606,1,18.92072076,1,Valsequillo,-98.15931534,2020-02-16
1525,171,123,422,632,474,694,374,348,282,224,0,18.92673947,2,Valsequillo,-98.18060541,2020-03-02
1526,93,96,164,187,157,209,146,143,120,114,0,18.91838514,2,Valsequillo,-98.13712695,2020-03-02
1527,68,54,398,554,435,633,326,306,235,174,0,18.91820547,2,Valsequillo,-98.1842885,2020-03-02
1528,91,90,157,170,150,194,150,134,105,102,0,18.91604952,2,Valsequillo,-98.1364083,2020-03-02
1529,117,96,186,205,154,223,176,164,131,135,0,18.91380373,2,Valsequillo,-98.15365595,2020-03-02
1530,2421,1377,393,672,620,1187,2645,3138,3196,3618,0,18.93814807,3,Valsequillo,-98.20333279,2020-03-02
1531,1662,833,304,554,433,956,2690,3335,3508,3800,0,18.9316802,3,Valsequillo,-98.19695475,2020-03-02
1532,1433,760,262,485,396,839,2224,2724,2632,3007,0,18.92332587,3,Valsequillo,-98.19812256,2020-03-02
1533,1262,662,327,543,426,879,2210,2565,2674,2879,0,18.94048369,3,Valsequillo,-98.17988676,2020-03-02
1534,1356,688,318,542,404,888,2315,2673,2895,3026,0,18.93455481,3,Valsequillo,-98.17494602,2020-03-02
1535,306,176,459,715,550,884,831,857,1430,768,0,18.93769891,3,Valsequillo,-98.17485619,2020-03-02
1536,553,317,319,580,365,551,912,1019,2554,1265,0,18.92269705,3,Valsequillo,-98.18949873,2020-03-02
1537,206,161,276,368,285,395,566,630,906,443,0,18.91955295,3,Valsequillo,-98.192553,2020-03-02
1538,520,295,371,609,408,756,1375,1404,2708,1460,0,18.91560036,3,Valsequillo,-98.18141389,2020-03-02
1539,278,154,371,581,426,678,808,718,1883,960,0,18.91236642,3,Valsequillo,-98.18204271,2020-03-02
1540,346,217,371,532,408,601,770,994,1488,817,0,18.90958165,3,Valsequillo,-98.1808749,2020-03-02
1541,1812,917,373,718,500,1223,3748,4422,4307,4795,0,18.93087172,3,Valsequillo,-98.24187051,2020-03-02
1542,3312,2759,1936,2170,2580,2468,2664,2987,3504,3067,1,18.95072449,1,Valsequillo,-98.1745867,2020-03-02
1543,2702,2124,1322,1656,1990,2122,2212,2301,2429,2480,1,18.94587358,1,Valsequillo,-98.2173465,2020-03-02
1544,3625,2795,1338,1672,2120,2428,2562,2696,2780,2894,1,18.94183117,1,Valsequillo,-98.17593417,2020-03-02
1545,2452,1763,951,1228,1448,1389,1574,1782,2026,1982,1,18.93006323,1,Valsequillo,-98.16973579,2020-03-02
1546,38,34,61,79,44,107,46,52,14,25,0,18.91703766,2,Valsequillo,-98.13739644,2020-03-17
1547,53,52,65,84,57,123,60,55,23,25,0,18.91578002,2,Valsequillo,-98.17925794,2020-03-17
1548,35,46,91,78,61,103,63,55,19,11,0,18.91452238,2,Valsequillo,-98.1663222,2020-03-17
1549,81,75,79,82,64,108,66,68,51,34,0,18.91128845,2,Valsequillo,-98.14503212,2020-03-17
1550,355,305,301,340,311,391,333,323,320,272,0,18.91101895,2,Valsequillo,-98.11278261,2020-03-17
1551,2106,1149,283,675,381,1069,3178,3931,4452,4306,0,18.93392599,3,Valsequillo,-98.2161787,2020-03-17
1552,2387,1375,311,586,544,1108,2613,3180,3354,3670,0,18.9336565,3,Valsequillo,-98.20845318,2020-03-17
1553,2136,1160,289,598,430,1065,3024,3602,4084,4173,0,18.92925475,3,Valsequillo,-98.2107888,2020-03-17
1554,1206,579,230,434,259,768,2506,3034,3228,3412,0,18.92359536,3,Valsequillo,-98.19408014,2020-03-17
1555,1540,733,226,467,350,831,2772,3444,3460,3956,0,18.91308508,3,Valsequillo,-98.19470896,2020-03-17
1556,364,248,108,219,120,298,879,965,1608,1094,0,18.89592725,3,Valsequillo,-98.20054801,2020-03-17
1557,248,138,416,687,413,822,982,1134,1908,1097,0,18.9368006,3,Valsequillo,-98.17916811,2020-03-17
1558,204,116,572,816,521,889,780,994,1522,603,0,18.92988357,3,Valsequillo,-98.17997659,2020-03-17
1559,491,261,293,581,298,693,1238,1676,3304,1525,0,18.92242756,3,Valsequillo,-98.17584434,2020-03-17
1560,340,174,232,398,234,409,936,1018,2264,1016,0,18.91604952,3,Valsequillo,-98.18743261,2020-03-17
1561,1256,543,174,420,204,747,3165,4142,4276,4486,0,18.93626161,3,Valsequillo,-98.23216871,2020-03-17
1562,2721,1915,447,592,747,1408,1840,1981,1826,2297,1,18.95395842,1,Valsequillo,-98.18222238,2020-03-17
1563,3631,2820,1292,1614,2280,2162,2344,2425,2786,2785,1,18.94425662,1,Valsequillo,-98.21150746,2020-03-17
1564,3818,3095,1056,1416,1918,2150,2340,2492,2554,2830,1,18.93949555,1,Valsequillo,-98.24564344,2020-03-17
1565,2672,1714,1054,1392,1788,1713,2931,3340,3022,3720,1,18.90895283,1,Valsequillo,-98.19488862,2020-03-17
1566,108,76,511,791,550,963,583,564,453,338,0,18.92799711,2,Valsequillo,-98.17925794,2020-04-01
1567,189,160,215,239,200,340,282,254,180,214,0,18.92332587,2,Valsequillo,-98.13182689,2020-04-01
1568,96,92,149,178,147,219,145,135,99,95,0,18.91443255,2,Valsequillo,-98.1577882,2020-04-01
1569,92,82,254,318,227,358,215,201,155,130,0,18.9134444,2,Valsequillo,-98.1862648,2020-04-01
1570,564,457,592,630,583,671,545,525,624,493,0,18.91128845,2,Valsequillo,-98.14826606,2020-04-01
1571,2510,1404,348,691,666,1228,2850,3273,3464,3857,0,18.93464464,3,Valsequillo,-98.20953116,2020-04-01
1572,2421,1388,366,651,647,1218,2859,3353,3484,3888,0,18.93455481,3,Valsequillo,-98.20755487,2020-04-01
1573,1724,831,301,570,404,1006,3085,3794,4100,4370,0,18.93132088,3,Valsequillo,-98.20647689,2020-04-01
1574,631,306,295,534,345,664,1206,1516,2116,1410,0,18.93841757,3,Valsequillo,-98.17764097,2020-04-01
1575,1269,550,299,576,338,896,2752,3150,3284,3381,0,18.93733959,3,Valsequillo,-98.18033592,2020-04-01
1576,305,190,475,785,522,950,977,1203,1872,969,0,18.93724976,4,Valsequillo,-98.17530535,2020-04-01
1577,559,273,349,625,379,834,1456,1512,2580,1431,0,18.93437515,4,Valsequillo,-98.17620366,2020-04-01
1578,443,230,333,651,365,853,1356,1605,2454,1400,0,18.93428532,4,Valsequillo,-98.17620366,2020-04-01
1579,621,318,300,625,347,840,1721,2116,3312,2022,0,18.93383616,4,Valsequillo,-98.17791046,2020-04-01
1580,237,118,471,794,524,978,919,928,1424,689,0,18.93060222,4,Valsequillo,-98.17683249,2020-04-01
1581,1245,596,390,719,470,1077,2464,3015,3320,2967,0,18.9282666,3,Valsequillo,-98.17467653,2020-04-01
1582,4147,3113,1096,1440,1944,2238,2396,2555,2706,2931,1,18.94784988,1,Valsequillo,-98.18464783,2020-04-01
1583,1753,929,292,581,422,1022,2907,3432,3562,3714,1,18.9436278,1,Valsequillo,-98.24456546,2020-04-01
1584,2660,1789,892,1172,1470,1546,2841,3317,2802,3684,1,18.93832774,1,Valsequillo,-98.24357731,2020-04-01
1585,2301,1739,388,558,767,993,1193,1266,1282,1496,1,18.93581245,1,Valsequillo,-98.16937647,2020-04-01
1586,241,178,419,516,489,495,377,306,363,337,0,18.94057352,2,Valsequillo,-98.19731407,2020-05-01
1587,128,117,76,88,45,98,36,63,12,39,0,18.91730716,2,Valsequillo,-98.12931161,2020-05-01
1588,56,55,462,680,462,815,398,374,274,196,0,18.91578002,2,Valsequillo,-98.18168339,2020-05-01
1589,227,178,237,253,256,249,226,234,194,181,0,18.91470204,2,Valsequillo,-98.16156113,2020-05-01
1590,1325,609,255,599,322,921,2849,3551,4078,3786,0,18.93644127,3,Valsequillo,-98.20054801,2020-05-01
1591,1520,746,302,596,334,960,2843,3651,3480,3709,0,18.93177003,3,Valsequillo,-98.20728537,2020-05-01
1592,1197,585,293,479,344,800,2171,2419,2308,2815,0,18.9302429,3,Valsequillo,-98.21114813,2020-05-01
1593,1621,712,164,516,231,956,3579,4432,4516,4878,0,18.89431029,3,Valsequillo,-98.2027938,2020-05-01
1594,1472,642,156,476,209,912,3469,4319,4332,4594,0,18.88793225,3,Valsequillo,-98.19686492,2020-05-01
1595,450,280,218,409,232,414,1171,1362,2128,921,0,18.89853237,3,Valsequillo,-98.20243447,2020-05-01
1596,832,431,252,533,328,726,1789,2091,3908,2305,0,18.93724976,3,Valsequillo,-98.17611383,2020-05-01
1597,782,355,359,769,376,1043,2085,2445,4113,2418,0,18.91937328,3,Valsequillo,-98.19075637,2020-05-01
1598,503,258,403,672,402,948,1389,1538,2658,1398,0,18.9151512,3,Valsequillo,-98.18734277,2020-05-01
1599,2438,1913,858,1072,1366,1461,1567,1682,1892,1921,1,18.95288044,1,Valsequillo,-98.20405144,2020-05-01
1600,2345,1540,454,708,1080,1211,1469,1673,2459,2063,1,18.94542443,1,Valsequillo,-98.17934777,2020-05-01
1601,3083,2250,947,1252,1642,1918,2116,2291,2460,2474,1,18.94111251,1,Valsequillo,-98.17647316,2020-05-01
1602,3481,2555,925,1220,1648,1940,2126,2351,2396,2636,1,18.93401582,1,Valsequillo,-98.19614626,2020-05-01
1603,3541,2679,819,1118,1440,1784,2082,2267,2394,2564,1,18.92916492,1,Valsequillo,-98.23908573,2020-05-01
1604,173,144,456,420,335,391,348,338,287,265,0,18.93751925,2,Valsequillo,-98.19722424,2020-05-16
1605,127,114,486,441,354,372,324,308,243,222,0,18.93051239,2,Valsequillo,-98.19587677,2020-05-16
1606,348,301,852,1058,805,1330,975,942,759,698,0,18.92206823,2,Valsequillo,-98.18177322,2020-05-16
1607,935,877,1246,1638,1516,1556,1245,1292,1512,1047,0,18.92018177,2,Valsequillo,-98.17988676,2020-05-16
1608,634,520,871,1118,922,1212,1186,1132,1404,1141,0,18.91569019,3,Valsequillo,-98.18644446,2020-05-16
1609,1560,752,556,769,482,1072,3002,3593,3706,3867,0,18.93787858,3,Valsequillo,-98.20045818,2020-05-16
1610,1621,754,454,680,408,1033,3280,3876,4116,4182,0,18.93248869,3,Valsequillo,-98.20369211,2020-05-16
1611,1184,583,460,667,430,869,2337,2973,3248,3148,0,18.93212936,3,Valsequillo,-98.20485992,2020-05-16
1612,1476,657,381,630,350,923,3079,3828,3948,4190,0,18.89619675,3,Valsequillo,-98.20027851,2020-05-16
1613,1671,727,376,648,343,995,3613,4483,4656,4815,0,18.93221919,3,Valsequillo,-98.17485619,2020-05-16
1614,519,280,521,675,370,591,1334,1607,2980,1357,0,18.93572262,3,Valsequillo,-98.19857172,2020-05-16
1615,395,250,558,593,412,620,1106,1239,1772,1514,0,18.93401582,3,Valsequillo,-98.2027938,2020-05-16
1616,328,188,509,519,363,516,887,1120,1480,1157,0,18.93302768,3,Valsequillo,-98.201087,2020-05-16
1617,915,404,421,616,347,761,2600,3651,4620,3675,0,18.93284801,3,Valsequillo,-98.20207515,2020-05-16
1618,476,270,473,549,365,587,1200,1226,2112,1458,0,18.93177003,3,Valsequillo,-98.20980066,2020-05-16
1619,88,88,252,404,192,595,462,438,301,225,0,18.94039386,2,Valsequillo,-98.19929037,2020-06-15
1620,112,102,404,583,328,840,643,603,501,354,0,18.93212936,2,Valsequillo,-98.20575824,2020-06-15
1621,83,70,260,421,212,589,348,339,245,173,0,18.9302429,2,Valsequillo,-98.17611383,2020-06-15
1622,105,67,180,265,146,371,371,368,354,329,0,18.91631901,2,Valsequillo,-98.1862648,2020-06-15
1623,107,107,80,70,87,121,90,78,46,71,0,18.91569019,2,Valsequillo,-98.12994043,2020-06-15
1624,1036,466,266,511,276,759,2343,2703,3366,2990,0,18.93114121,3,Valsequillo,-98.19731407,2020-06-15
1625,1854,1009,292,565,372,964,3036,3703,3666,4063,0,18.89987984,3,Valsequillo,-98.20557857,2020-06-15
1626,1619,696,174,531,222,931,3729,4716,5072,5063,0,18.89170517,3,Valsequillo,-98.19650559,2020-06-15
1627,1347,787,549,864,749,1378,2544,2832,3420,2931,0,18.91586985,3,Valsequillo,-98.16218995,2020-06-15
1628,1688,746,253,576,274,1058,3833,4790,4888,5027,0,18.90949181,3,Valsequillo,-98.19461913,2020-06-15
1629,577,294,265,480,265,669,1456,1594,2636,1800,0,18.92700896,3,Valsequillo,-98.19686492,2020-06-15
1630,647,335,296,535,333,694,1684,2033,3078,2245,0,18.91703766,3,Valsequillo,-98.18725294,2020-06-15
1631,173,105,178,250,153,387,511,613,1054,535,0,18.91083929,3,Valsequillo,-98.18383934,2020-06-15
1632,194,123,185,262,158,391,498,767,853,567,0,18.91021047,3,Valsequillo,-98.18365968,2020-06-15
1633,790,366,249,494,242,695,2152,2378,3516,2471,0,18.90949181,3,Valsequillo,-98.19228351,2020-06-15
1634,1857,959,284,568,396,1023,2880,3500,3464,3965,0,18.9368006,2,Valsequillo,-98.23207888,2020-06-15
1635,3319,2585,710,954,1096,1767,2208,2529,2610,2702,1,18.95009567,1,Valsequillo,-98.18590547,2020-06-15
1636,3676,2950,1172,1478,1728,2236,2761,2941,2962,3196,1,18.94587358,1,Valsequillo,-98.17467653,2020-06-15
1637,2938,2017,573,800,808,1376,2445,2802,3332,3292,1,18.93347683,1,Valsequillo,-98.22570084,2020-06-15
1638,3330,2556,738,1028,1262,1750,2252,2481,2762,2715,1,18.93159037,1,Valsequillo,-98.22291606,2020-06-15
1639,229,191,483,590,487,590,406,417,365,337,0,18.89242382,2,Valsequillo,-98.19686492,2020-10-13
1640,179,144,558,650,545,633,361,372,307,284,0,18.91973261,2,Valsequillo,-98.18509699,2020-10-13
1641,187,147,508,621,486,590,369,388,328,325,0,18.91407322,2,Valsequillo,-98.18590547,2020-10-13
1642,153,139,210,292,196,378,311,315,256,224,0,18.91290541,2,Valsequillo,-98.1378456,2020-10-13
1643,217,181,426,444,325,463,416,423,377,342,0,18.91281558,2,Valsequillo,-98.16515439,2020-10-13
1644,1546,667,378,633,402,946,3782,4921,4932,5346,0,18.93410565,3,Valsequillo,-98.21033965,2020-10-13
1645,1434,659,346,613,350,939,3508,4421,4464,4613,0,18.93284801,3,Valsequillo,-98.21186678,2020-10-13
1646,1511,670,344,591,336,932,3614,4720,4812,5058,0,18.93159037,3,Valsequillo,-98.19345132,2020-10-13
1647,1515,673,321,565,315,959,3511,4538,4828,4815,0,18.92772762,3,Valsequillo,-98.17656299,2020-10-13
1648,1366,557,301,554,292,880,3595,4570,4548,4886,0,18.92332587,3,Valsequillo,-98.18213255,2020-10-13
1649,517,315,392,558,394,623,1140,1469,2458,1540,0,18.89970018,3,Valsequillo,-98.20198531,2020-10-13
1650,942,422,297,545,291,729,2548,3233,4576,3528,0,18.9236852,3,Valsequillo,-98.1811444,2020-10-13
1651,1032,437,333,560,291,798,2775,3469,4464,3671,0,18.9217089,3,Valsequillo,-98.18096474,2020-10-13
1652,693,356,392,594,355,784,1848,2355,3272,2549,0,18.91479188,3,Valsequillo,-98.18689362,2020-10-13
1653,649,335,383,599,370,749,1725,1965,2872,2160,0,18.91452238,3,Valsequillo,-98.18689362,2020-10-13
1654,2382,1585,597,868,930,1450,2376,2791,2930,3101,1,18.94344813,1,Valsequillo,-98.2441163,2020-10-13
1655,1887,1011,429,717,573,1138,2842,3567,3386,3834,1,18.94263965,1,Valsequillo,-98.20773453,2020-10-13
1656,1901,1146,505,851,692,1389,2533,2750,2828,2961,1,18.93742942,1,Valsequillo,-98.21240577,2020-10-13
1657,2647,1704,628,896,877,1629,2661,2939,2940,3197,1,18.9368006,1,Valsequillo,-98.16749001,2020-10-13
1658,666,422,386,410,362,646,1088,1125,789,1214,1,18.93320734,1,Valsequillo,-98.2193228,2020-10-13
1659,60,48,89,118,69,214,114,112,70,46,0,18.9234157,2,Valsequillo,-98.14170836,2020-11-12
1660,43,40,186,263,138,335,164,167,117,88,0,18.91712749,2,Valsequillo,-98.1597645,2020-11-12
1661,45,50,66,112,44,180,100,92,57,42,0,18.91604952,2,Valsequillo,-98.12464037,2020-11-12
1662,80,71,282,420,329,472,268,271,231,219,0,18.91416305,2,Valsequillo,-98.17674265,2020-11-12
1663,29,32,280,417,308,453,175,170,109,78,0,18.9117376,2,Valsequillo,-98.18096474,2020-11-12
1664,1470,608,212,456,249,849,3441,4549,4841,5041,0,18.93832774,3,Valsequillo,-98.19875138,2020-11-12
1665,1459,587,219,461,234,816,3356,4488,4843,4982,0,18.93302768,3,Valsequillo,-98.20575824,2020-11-12
1666,1312,542,181,422,220,767,3201,4140,4396,4547,0,18.92206823,3,Valsequillo,-98.19875138,2020-11-12
1667,1400,595,185,452,229,812,3375,4395,4676,4792,0,18.93976504,3,Valsequillo,-98.17719181,2020-11-12
1668,1346,555,197,444,225,778,3367,4513,4736,4910,0,18.92296654,3,Valsequillo,-98.19515812,2020-11-12
1669,310,130,305,507,309,655,1122,1168,1908,1206,0,18.91227659,3,Valsequillo,-98.18231221,2020-11-12
1670,445,204,208,393,227,550,1208,1551,2099,1477,0,18.91191727,3,Valsequillo,-98.17791046,2020-11-12
1671,524,201,272,485,297,656,1401,1643,2753,1657,0,18.90446125,3,Valsequillo,-98.18078507,2020-11-12
1672,156,97,226,416,215,505,739,864,730,681,0,18.90212563,3,Valsequillo,-98.17332906,2020-11-12
1673,1889,1046,356,680,594,1084,2324,2743,3328,3051,1,18.95171263,1,Valsequillo,-98.20144632,2020-11-12
1674,2418,1471,338,608,613,1185,2196,2555,2476,2884,1,18.94488544,1,Valsequillo,-98.18545631,2020-11-12
1675,1818,991,306,586,575,975,2372,3065,3140,3486,1,18.94102268,1,Valsequillo,-98.22785679,2020-11-12
1676,3044,1993,548,775,1062,1513,2153,2369,2517,2674,1,18.9299734,1,Valsequillo,-98.22606016,2020-11-12
1677,1182,509,178,402,175,708,3238,4229,4664,4385,1,18.92889543,1,Valsequillo,-98.17225108,2020-11-12
1678,376,295,449,532,492,617,650,775,513,753,0,18.93392599,2,Valsequillo,-98.21806516,2020-12-12
1679,181,153,338,463,327,520,285,335,286,207,0,18.91937328,2,Valsequillo,-98.12697599,2020-12-12
1680,48,68,297,396,272,425,226,236,158,110,0,18.91551053,2,Valsequillo,-98.13029975,2020-12-12
1681,85,101,183,279,174,337,198,202,156,117,0,18.91407322,2,Valsequillo,-98.1196098,2020-12-12
1682,83,77,328,427,283,500,280,289,201,161,0,18.91182743,2,Valsequillo,-98.1526678,2020-12-12
1683,921,476,353,622,400,855,2340,2886,3074,2822,0,18.93572262,3,Valsequillo,-98.21546004,2020-12-12
1684,1686,865,450,619,478,1005,2809,3566,3808,4152,0,18.93006323,3,Valsequillo,-98.20180565,2020-12-12
1685,1672,850,470,688,484,1041,3303,4286,4589,4775,0,18.92880559,3,Valsequillo,-98.21141762,2020-12-12
1686,1602,792,321,496,370,947,2994,3838,3978,4295,0,18.93401582,3,Valsequillo,-98.17916811,2020-12-12
1687,1406,670,378,561,375,906,2932,3701,3968,4226,0,18.91578002,3,Valsequillo,-98.18518682,2020-12-12
1688,686,354,348,585,394,810,1989,2084,3090,2326,0,18.93662094,3,Valsequillo,-98.21581937,2020-12-12
1689,634,379,349,553,372,683,1436,1940,3162,1963,0,18.93419549,3,Valsequillo,-98.21474139,2020-12-12
1690,548,322,349,543,375,680,1156,1630,2687,1652,0,18.91937328,3,Valsequillo,-98.18545631,2020-12-12
1691,340,179,361,566,350,621,787,1081,2046,1064,0,18.900329,3,Valsequillo,-98.17844945,2020-12-12
1692,1398,648,344,620,359,960,3755,4982,5169,5321,0,18.93715993,3,Valsequillo,-98.22408387,2020-12-12
1693,1702,996,350,509,473,879,1452,1645,1626,1886,1,18.95395842,1,Valsequillo,-98.20360228,2020-12-12
1694,1942,1252,398,590,626,906,1392,1577,1704,1753,1,18.93832774,1,Valsequillo,-98.19003772,2020-12-12
1695,1481,1022,361,454,497,766,1179,1334,1372,1650,1,18.93015307,1,Valsequillo,-98.17162226,2020-12-12
1696,2758,2062,900,1166,1494,1744,2070,2326,2420,2520,1,18.92314621,1,Valsequillo,-98.17791046,2020-12-12
1697,139,92,241,418,267,474,270,270,210,164,0,18.93239885,2,Valsequillo,-98.12922178,2020-12-27
1698,98,81,413,688,475,669,307,321,250,179,0,18.92090042,2,Valsequillo,-98.13991173,2020-12-27
1699,62,59,302,521,377,567,298,284,225,171,0,18.91658851,2,Valsequillo,-98.15760854,2020-12-27
1700,85,85,210,476,320,528,266,249,197,132,0,18.91317491,2,Valsequillo,-98.13712695,2020-12-27
1701,53,48,221,495,357,572,252,256,190,120,0,18.91254609,2,Valsequillo,-98.11700469,2020-12-27
1702,1713,826,179,406,314,847,2475,3188,3592,3853,0,18.92952425,3,Valsequillo,-98.19866155,2020-12-27
1703,1187,554,151,350,226,720,2447,2964,3009,3315,0,18.8969154,3,Valsequillo,-98.20072767,2020-12-27
1704,1450,722,184,492,322,907,2976,3748,3897,4166,0,18.93904639,3,Valsequillo,-98.17665282,2020-12-27
1705,1621,736,160,392,291,889,3049,3785,3890,4302,0,18.93617178,3,Valsequillo,-98.17809013,2020-12-27
1706,1510,673,183,431,277,840,3037,3847,4176,4342,0,18.9268293,3,Valsequillo,-98.17853928,2020-12-27
1707,792,395,267,495,297,743,2021,2505,3537,2449,0,18.93653111,3,Valsequillo,-98.21824482,2020-12-27
1708,345,177,210,409,279,511,764,761,1699,865,0,18.92081059,3,Valsequillo,-98.1862648,2020-12-27
1709,304,146,198,420,277,507,770,915,1802,927,0,18.9200021,3,Valsequillo,-98.18482749,2020-12-27
1710,304,146,198,420,277,507,770,915,1802,927,0,18.9200021,3,Valsequillo,-98.18473766,2020-12-27
1711,410,238,237,464,304,589,920,1182,2200,1127,0,18.90455108,3,Valsequillo,-98.17746131,2020-12-27
1712,2710,2587,1424,1870,2134,2096,2180,2276,2676,2497,1,18.94776005,1,Valsequillo,-98.22552117,2020-12-27
1713,1610,980,242,448,462,923,1504,1802,1942,2173,1,18.94057352,1,Valsequillo,-98.20647689,2020-12-27
1714,1653,794,264,623,448,1030,3159,3767,4006,3999,1,18.93940571,1,Valsequillo,-98.23666028,2020-12-27
1715,1869,1396,513,649,827,949,1144,1317,1359,1513,1,18.93491414,1,Valsequillo,-98.19641576,2020-12-27
1716,1511,961,224,355,442,661,870,976,1025,1154,1,18.93078189,1,Valsequillo,-98.22659915,2020-12-27
