,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,binary,lat,lc,location,lon,obs_date
767,438,221,345,742,382,838,1097,1086,1426,1134,0,-25.73264556,4,Hartbeespoort,27.86650368,2020-03-27
768,405,277,207,351,245,370,474,481,565,363,1,-25.74450332,1,Hartbeespoort,27.84440513,2020-03-27
769,399,223,192,368,186,397,783,1003,946,934,0,-25.74953388,3,Hartbeespoort,27.83398467,2020-03-27
770,288,102,318,880,312,1681,2610,2559,2220,2220,0,-25.73291505,4,Hartbeespoort,27.85581373,2020-03-27
771,219,110,296,764,286,1251,1502,1466,1356,1252,0,-25.7339032,4,Hartbeespoort,27.85491541,2020-03-27
772,184,96,244,744,283,1292,1672,1565,1394,1266,0,-25.73516084,4,Hartbeespoort,27.85563407,2020-03-27
773,260,100,340,872,324,1584,2379,2324,1986,2014,0,-25.73516084,4,Hartbeespoort,27.85635272,2020-03-27
774,246,84,343,893,344,1698,3013,2834,2330,2623,0,-25.73749646,4,Hartbeespoort,27.85796969,2020-03-27
775,217,84,346,924,355,1566,2396,2451,2578,2135,0,-25.7384846,4,Hartbeespoort,27.8574307,2020-03-27
776,1612,1026,345,493,528,915,2090,2406,2442,2611,1,-25.72833364,1,Hartbeespoort,27.86138328,2020-03-27
777,1727,826,304,552,353,905,2573,3061,2976,3302,1,-25.73983208,1,Hartbeespoort,27.84620176,2020-03-27
778,1238,657,388,703,490,904,1757,2243,2770,2177,1,-25.75267799,1,Hartbeespoort,27.81395224,2020-03-27
779,1462,695,199,396,276,760,2191,2452,2110,2677,1,-25.7586967,1,Hartbeespoort,27.84350681,2020-03-27
780,1958,1029,324,557,443,958,2087,2318,2446,2612,1,-25.76031367,1,Hartbeespoort,27.79203334,2020-03-27
781,52,34,103,183,83,140,80,65,51,49,0,-25.73129808,2,Hartbeespoort,27.858868,2020-05-04
782,68,39,154,263,127,223,201,200,156,166,0,-25.73911343,2,Hartbeespoort,27.85770019,2020-05-04
783,27,25,122,197,78,135,97,84,95,71,0,-25.74800675,2,Hartbeespoort,27.85770019,2020-05-04
784,41,21,123,232,96,191,160,146,121,127,0,-25.74989321,2,Hartbeespoort,27.85698154,2020-05-04
785,37,26,132,210,95,153,124,114,105,90,0,-25.75402546,2,Hartbeespoort,27.86650368,2020-05-04
786,33,24,119,184,72,158,100,112,89,69,0,-25.75690007,2,Hartbeespoort,27.82455236,2020-05-04
787,521,300,316,672,383,870,1104,1204,1158,1139,0,-25.73039977,3,Hartbeespoort,27.86075446,2020-05-04
788,231,135,198,391,180,298,387,413,585,424,1,-25.75285765,1,Hartbeespoort,27.85123232,2020-05-04
789,372,220,167,386,149,452,748,772,598,730,0,-25.76202046,3,Hartbeespoort,27.79472829,2020-05-04
790,1043,451,263,626,240,1016,3141,3647,3648,3771,0,-25.76273912,3,Hartbeespoort,27.80514875,2020-05-04
791,348,136,191,430,177,425,696,959,991,792,0,-25.76327811,3,Hartbeespoort,27.80964032,2020-05-04
792,48,32,88,208,78,170,219,218,481,242,0,-25.73282522,3,Hartbeespoort,27.86066463,2020-05-04
793,433,192,296,599,315,630,1246,1396,2072,1604,0,-25.74108972,3,Hartbeespoort,27.85725103,2020-05-04
794,230,115,268,489,233,417,631,766,1150,624,0,-25.74306601,3,Hartbeespoort,27.85734087,2020-05-04
795,183,90,254,623,252,885,1209,1247,1028,1171,0,-25.75285765,4,Hartbeespoort,27.8292236,2020-05-04
796,113,36,203,440,189,394,574,621,820,581,0,-25.75348647,4,Hartbeespoort,27.82967275,2020-05-04
797,73,52,130,235,111,140,148,122,518,230,0,-25.75645091,3,Hartbeespoort,27.83488298,2020-05-04
798,1251,612,188,360,216,664,1803,2248,2392,2456,1,-25.72896246,1,Hartbeespoort,27.86524604,2020-05-04
799,1735,1320,533,800,1064,1457,2341,2353,2438,2566,1,-25.74171854,1,Hartbeespoort,27.84692041,2020-05-04
800,2154,1911,628,1004,1232,1463,2177,2376,2720,2637,1,-25.7455813,1,Hartbeespoort,27.8289541,2020-05-04
801,2019,1738,706,1036,1370,1583,1988,2168,2308,2208,1,-25.76228996,1,Hartbeespoort,27.85698154,2020-05-04
802,1552,688,258,623,309,993,3415,4211,4572,4393,1,-25.76246962,1,Hartbeespoort,27.81485055,2020-05-04
803,84,69,232,304,158,190,124,127,145,96,0,-25.72968111,2,Hartbeespoort,27.85482558,2020-05-14
804,42,40,222,259,147,175,121,124,107,93,0,-25.74432365,2,Hartbeespoort,27.84871704,2020-05-14
805,40,33,227,283,157,187,146,141,128,116,0,-25.75106102,2,Hartbeespoort,27.86560537,2020-05-14
806,211,101,233,281,158,239,343,372,222,360,0,-25.75249832,2,Hartbeespoort,27.82428286,2020-05-14
807,63,33,243,292,163,215,187,188,174,177,0,-25.75438479,2,Hartbeespoort,27.86812065,2020-05-14
808,39,33,219,291,142,153,97,96,86,63,0,-25.75905603,2,Hartbeespoort,27.82158792,2020-05-14
809,1227,597,358,678,379,1145,3021,3475,3352,3724,0,-25.72599802,3,Hartbeespoort,27.84907636,2020-05-14
810,1305,593,296,641,361,1106,3327,3870,4100,4160,0,-25.72761499,3,Hartbeespoort,27.84970519,2020-05-14
811,1256,564,451,943,526,1350,3420,3590,3920,3747,0,-25.73057943,3,Hartbeespoort,27.85994598,2020-05-14
812,208,99,248,355,212,368,627,695,727,618,0,-25.74450332,3,Hartbeespoort,27.85770019,2020-05-14
813,257,133,236,346,197,345,562,710,581,587,0,-25.75258816,3,Hartbeespoort,27.82616932,2020-05-14
814,287,176,250,409,246,317,574,415,833,526,0,-25.75923569,3,Hartbeespoort,27.84197967,2020-05-14
815,172,92,243,406,212,328,466,554,877,492,0,-25.73435235,3,Hartbeespoort,27.86407823,2020-05-14
816,136,79,238,381,203,331,473,578,713,479,0,-25.73623882,4,Hartbeespoort,27.86524604,2020-05-14
817,192,99,340,700,273,833,1264,1346,1526,1107,0,-25.73641848,3,Hartbeespoort,27.86434772,2020-05-14
818,171,81,303,598,265,660,868,876,1086,824,0,-25.73659814,4,Hartbeespoort,27.86461722,2020-05-14
819,245,128,337,519,309,424,880,836,1454,753,0,-25.74486264,3,Hartbeespoort,27.86901896,2020-05-14
820,1559,815,382,573,393,908,2125,2508,2610,2839,1,-25.74028124,1,Hartbeespoort,27.84566277,2020-05-14
821,2474,1624,446,655,796,1257,1883,2204,2136,2317,1,-25.74540163,1,Hartbeespoort,27.83111006,2020-05-14
822,1595,990,321,415,451,681,1203,1400,1544,1580,1,-25.75303731,1,Hartbeespoort,27.8109878,2020-05-14
823,2748,1476,502,858,712,1384,2909,3367,3454,3767,1,-25.75393563,1,Hartbeespoort,27.85105266,2020-05-14
824,2400,2153,869,1332,1962,2067,2315,2426,2610,2425,1,-25.75977468,1,Hartbeespoort,27.85787985,2020-05-14
825,77,63,60,127,76,66,2,16,51,43,0,-25.73057943,2,Hartbeespoort,27.85284929,2020-05-16
826,54,31,96,225,106,177,151,158,151,131,0,-25.74010157,2,Hartbeespoort,27.87063593,2020-05-16
827,28,32,74,159,73,91,52,57,26,33,0,-25.7455813,2,Hartbeespoort,27.85922733,2020-05-16
828,26,30,132,237,106,207,170,168,138,134,0,-25.75151018,2,Hartbeespoort,27.86335958,2020-05-16
829,73,36,122,376,158,434,439,457,416,392,0,-25.75393563,2,Hartbeespoort,27.86928846,2020-05-16
830,22,23,106,212,92,155,78,91,81,73,0,-25.75483394,2,Hartbeespoort,27.86425789,2020-05-16
831,827,433,292,724,382,1130,2308,2319,2624,2456,0,-25.72968111,3,Hartbeespoort,27.85536457,2020-05-16
832,439,204,210,440,240,826,1554,1536,1154,1530,0,-25.7336337,3,Hartbeespoort,27.86192227,2020-05-16
833,1239,584,360,852,457,1500,3450,3666,3588,3810,0,-25.73489134,3,Hartbeespoort,27.87018677,2020-05-16
834,975,445,327,742,406,1299,2591,2852,2728,2925,0,-25.73569983,3,Hartbeespoort,27.86937829,2020-05-16
835,876,388,162,489,197,814,2876,3324,3044,3476,0,-25.76300861,3,Hartbeespoort,27.80496908,2020-05-16
836,236,96,143,340,164,352,416,476,530,430,0,-25.76372726,3,Hartbeespoort,27.82230657,2020-05-16
837,114,59,160,446,186,627,884,878,950,794,0,-25.73246589,4,Hartbeespoort,27.85796969,2020-05-16
838,100,50,167,394,174,485,802,758,818,668,0,-25.75222883,4,Hartbeespoort,27.86470705,2020-05-16
839,265,99,309,888,331,1298,2377,2533,2872,2435,0,-25.74764742,4,Hartbeespoort,27.87692414,2020-05-16
840,220,96,268,738,299,1212,1940,1916,1914,1768,0,-25.74809658,4,Hartbeespoort,27.87548683,2020-05-16
841,128,49,207,486,252,645,807,748,860,692,0,-25.74926439,4,Hartbeespoort,27.87530717,2020-05-16
842,168,70,266,692,271,844,1435,1481,2030,1243,0,-25.75294748,4,Hartbeespoort,27.87072576,2020-05-16
843,2172,1428,639,908,962,1355,2135,2480,2590,2637,1,-25.74423382,1,Hartbeespoort,27.84036271,2020-05-16
844,2377,2081,508,883,916,1417,2372,2388,3444,2805,1,-25.74522197,1,Hartbeespoort,27.82814562,2020-05-16
845,1949,1150,207,360,470,921,1426,1635,1574,1858,1,-25.74683894,1,Hartbeespoort,27.8189828,2020-05-16
846,1203,614,124,290,230,640,1541,1833,1926,2108,1,-25.75303731,1,Hartbeespoort,27.80685555,2020-05-16
847,1252,699,96,251,228,537,1257,1511,1460,1632,1,-25.75797805,1,Hartbeespoort,27.79059604,2020-05-16
848,44,41,118,153,92,86,72,81,103,73,0,-25.73902359,2,Hartbeespoort,27.86874947,2020-07-03
849,32,33,140,166,89,81,66,88,63,76,0,-25.75339664,2,Hartbeespoort,27.8688393,2020-07-03
850,47,49,144,143,100,74,59,65,64,49,0,-25.75474411,2,Hartbeespoort,27.82446253,2020-07-03
851,43,36,141,152,93,82,53,54,55,48,0,-25.75743906,2,Hartbeespoort,27.82545067,2020-07-03
852,44,50,184,182,92,86,75,64,61,52,0,-25.75806788,2,Hartbeespoort,27.83982372,2020-07-03
853,77,82,157,175,106,102,72,86,79,78,0,-25.76175097,2,Hartbeespoort,27.82859478,2020-07-03
854,1347,644,315,641,429,1180,2945,3296,3604,3687,0,-25.72860314,3,Hartbeespoort,27.8506035,2020-07-03
855,823,424,212,404,250,835,1707,2102,1642,2245,0,-25.73013027,3,Hartbeespoort,27.85096283,2020-07-03
856,145,91,108,165,94,100,253,141,278,251,0,-25.73013027,2,Hartbeespoort,27.85320861,2020-07-03
857,170,126,123,151,94,115,283,204,317,239,0,-25.73174724,3,Hartbeespoort,27.85222047,2020-07-03
858,939,494,309,619,401,1005,2197,2349,2568,2503,0,-25.73444219,2,Hartbeespoort,27.85608322,2020-07-03
859,252,123,168,213,146,259,523,518,591,542,0,-25.73525067,3,Hartbeespoort,27.85931716,2020-07-03
860,113,79,166,231,151,151,285,265,514,280,0,-25.7319269,3,Hartbeespoort,27.85518491,2020-07-03
861,173,96,204,281,188,204,404,403,942,445,0,-25.7339032,3,Hartbeespoort,27.85805952,2020-07-03
862,108,71,182,230,166,156,269,281,525,212,0,-25.73516084,3,Hartbeespoort,27.86380874,2020-07-03
863,156,84,195,293,176,204,425,509,806,448,0,-25.73749646,2,Hartbeespoort,27.86273076,2020-07-03
864,123,75,236,419,196,359,689,681,882,734,0,-25.75420512,4,Hartbeespoort,27.85922733,2020-07-03
865,104,66,244,466,210,478,780,767,1268,824,0,-25.75779838,3,Hartbeespoort,27.83730843,2020-07-03
866,296,174,89,134,127,171,278,384,406,408,0,-25.7302201,2,Hartbeespoort,27.85949682,2020-07-03
867,1478,893,339,565,659,789,1294,1443,1828,1735,1,-25.74629995,1,Hartbeespoort,27.83488298,2020-07-03
868,2743,1650,392,763,662,1781,2826,3337,3706,3555,1,-25.74944405,1,Hartbeespoort,27.82886427,2020-07-03
869,1380,946,390,475,533,652,1095,1178,1278,1468,1,-25.75124068,1,Hartbeespoort,27.80937083,2020-07-03
870,2122,1712,768,1130,1598,1723,2006,2121,2442,2204,1,-25.75806788,1,Hartbeespoort,27.85213064,2020-07-03
871,54,34,93,114,52,50,39,45,39,32,0,-25.73273539,2,Hartbeespoort,27.86030531,2020-09-11
872,158,125,129,170,82,125,140,165,150,180,0,-25.74315584,2,Hartbeespoort,27.84808822,2020-09-11
873,30,26,131,165,105,102,57,61,44,37,0,-25.75249832,2,Hartbeespoort,27.86335958,2020-09-11
874,50,21,110,120,75,67,59,51,38,38,0,-25.75618142,2,Hartbeespoort,27.83048124,2020-09-11
875,35,41,111,114,60,35,1,15,1,1,0,-25.75663057,2,Hartbeespoort,27.81637769,2020-09-11
876,27,30,115,126,58,50,12,8,1,1,0,-25.7586967,2,Hartbeespoort,27.81853365,2020-09-11
877,1641,788,412,995,517,1681,3992,4368,4744,4695,0,-25.72680651,3,Hartbeespoort,27.84907636,2020-09-11
878,1009,570,409,886,492,1080,2310,2305,3208,2500,0,-25.73030994,3,Hartbeespoort,27.86300025,2020-09-11
879,965,472,336,738,391,1311,2479,2617,2854,2783,0,-25.73129808,3,Hartbeespoort,27.85922733,2020-09-11
880,200,115,138,230,132,250,461,521,567,521,0,-25.73291505,3,Hartbeespoort,27.86282059,2020-09-11
881,230,132,165,236,120,325,492,541,483,635,0,-25.74450332,3,Hartbeespoort,27.84862721,2020-09-11
882,148,102,136,202,90,194,324,361,325,334,0,-25.74468298,3,Hartbeespoort,27.84808822,2020-09-11
883,442,238,300,588,326,451,992,1127,2052,1129,0,-25.73183707,3,Hartbeespoort,27.85949682,2020-09-11
884,95,57,138,207,100,100,181,185,425,213,0,-25.74980338,3,Hartbeespoort,27.83901523,2020-09-11
885,83,60,143,239,106,151,199,252,446,230,0,-25.75402546,3,Hartbeespoort,27.83182871,2020-09-11
886,562,287,355,714,408,793,1756,1856,2532,1763,0,-25.7555526,3,Hartbeespoort,27.80910133,2020-09-11
887,497,239,340,672,362,711,1234,1413,2236,1574,0,-25.75600175,3,Hartbeespoort,27.80946066,2020-09-11
888,1864,1359,607,930,979,1352,1982,2212,2496,2388,1,-25.72752516,1,Hartbeespoort,27.86479688,2020-09-11
889,2337,1503,439,661,960,1076,1555,1743,1930,1985,1,-25.75492377,1,Hartbeespoort,27.79724357,2020-09-11
890,2306,2077,715,970,1390,1783,1941,2136,1930,2161,1,-25.75734923,1,Hartbeespoort,27.78017558,2020-09-11
891,3295,2383,685,1234,1896,2224,3046,3367,3334,3618,1,-25.75806788,1,Hartbeespoort,27.85347811,2020-09-11
892,2088,1588,438,667,860,1003,1184,1374,1724,1469,1,-25.76336794,1,Hartbeespoort,27.83928473,2020-09-11
893,139,117,476,547,328,448,304,310,226,215,0,-25.7418982,2,Hartbeespoort,27.86623419,2020-12-30
894,136,97,475,553,324,460,372,382,318,303,0,-25.74764742,2,Hartbeespoort,27.86344941,2020-12-30
895,154,118,505,619,348,509,394,398,316,299,0,-25.75456445,2,Hartbeespoort,27.85796969,2020-12-30
896,126,109,379,374,255,247,171,181,150,126,0,-25.75510344,2,Hartbeespoort,27.81664718,2020-12-30
897,676,566,906,915,819,780,702,698,745,629,0,-25.7567204,2,Hartbeespoort,27.80838268,2020-12-30
898,154,123,481,624,342,526,375,371,290,278,0,-25.73911343,2,Hartbeespoort,27.87135458,2020-12-30
899,1629,649,416,797,361,1262,4105,5003,5028,5461,0,-25.7336337,3,Hartbeespoort,27.85608322,2020-12-30
900,1517,606,434,873,368,1305,4094,4800,5172,5099,0,-25.73929309,3,Hartbeespoort,27.86075446,2020-12-30
901,1571,604,353,786,311,1273,4286,5138,5204,5591,0,-25.75168984,3,Hartbeespoort,27.84045254,2020-12-30
902,1471,613,408,816,359,1195,3694,4282,4888,4889,0,-25.75168984,3,Hartbeespoort,27.84431529,2020-12-30
903,724,304,309,466,219,736,1937,2272,1664,2318,0,-25.75932552,3,Hartbeespoort,27.82473202,2020-12-30
904,1544,602,308,724,291,1205,4069,4921,4960,5283,0,-25.76094249,3,Hartbeespoort,27.84000338,2020-12-30
905,454,214,472,689,388,675,1186,1302,2024,1205,0,-25.7421677,3,Hartbeespoort,27.86066463,2020-12-30
906,954,442,387,741,344,885,2509,2969,4324,3256,0,-25.7455813,3,Hartbeespoort,27.84359664,2020-12-30
907,210,157,476,609,342,585,647,672,1112,652,0,-25.74800675,4,Hartbeespoort,27.86093413,2020-12-30
908,871,407,364,698,330,875,2331,2565,3942,2947,0,-25.75321698,3,Hartbeespoort,27.83200837,2020-12-30
909,453,223,375,607,314,576,1558,1423,2732,1808,0,-25.75393563,3,Hartbeespoort,27.82607949,2020-12-30
910,641,300,344,576,311,582,1645,1556,2884,2042,0,-25.75492377,3,Hartbeespoort,27.83443383,2020-12-30
911,1327,699,352,752,510,1274,2767,3172,3672,3140,0,-25.72653701,3,Hartbeespoort,27.84835771,2020-12-30
912,1673,952,322,472,339,865,1951,2295,2260,2619,1,-25.75483394,1,Hartbeespoort,27.80685555,2020-12-30
913,3001,1563,718,1242,858,1749,4258,4909,4952,5358,1,-25.75932552,1,Hartbeespoort,27.85410693,2020-12-30
914,1671,794,397,645,352,949,2812,3365,3548,3934,1,-25.76318828,1,Hartbeespoort,27.8389254,2020-12-30
915,2062,1559,327,504,419,1400,2432,2762,2462,3005,1,-25.76462558,1,Hartbeespoort,27.80802336,2020-12-30
916,2126,1287,431,607,466,1080,1864,2080,2556,2369,1,18.58762545,1,Mula,73.84623251,2019-01-10
917,1929,1269,517,707,811,1019,1194,1337,1519,1538,1,18.58511017,1,Mula,73.80131675,2019-01-10
918,2346,2040,952,1232,1552,1868,1918,2032,1927,2052,1,18.58214573,1,Mula,73.82620008,2019-01-10
919,425,217,338,372,304,393,747,821,551,775,0,18.58052876,2,Mula,73.85350886,2019-01-10
920,2610,1763,716,973,1234,1427,1628,1798,2114,2064,1,18.57981011,1,Mula,73.7937709,2019-01-10
921,2941,2170,850,1028,1372,1670,1792,1921,1976,2151,1,18.57729482,1,Mula,73.79727433,2019-01-10
922,1565,931,490,742,616,1081,2356,2812,3632,3254,0,18.57702533,3,Mula,73.87075652,2019-01-10
923,1037,491,416,669,407,822,2117,2421,2551,2527,0,18.57648634,3,Mula,73.85135291,2019-01-10
924,340,183,385,419,350,400,399,424,488,496,0,18.57630668,2,Mula,73.85144274,2019-01-10
925,542,323,584,699,590,896,914,925,727,884,0,18.57612701,2,Mula,73.87120567,2019-01-10
926,2752,1661,662,966,1096,1599,2691,3180,3430,3709,0,18.57504903,3,Mula,73.83689003,2019-01-10
927,973,419,386,616,383,724,2569,3177,4627,3160,0,18.5749592,3,Mula,73.83814767,2019-01-10
928,274,190,389,455,370,443,442,384,478,377,0,18.5749592,2,Mula,73.83886632,2019-01-10
929,412,287,592,714,593,662,656,697,768,586,0,18.57459988,2,Mula,73.78559623,2019-01-10
930,902,640,623,872,878,987,1233,1237,1470,1165,1,18.57289308,1,Mula,73.87381079,2019-01-10
931,779,430,581,700,575,765,1273,1430,1067,1349,0,18.57280325,3,Mula,73.78802168,2019-01-10
932,1449,858,451,680,576,915,1671,2028,1969,2286,1,18.57271341,1,Mula,73.87030736,2019-01-10
933,1779,803,252,582,297,980,4403,5603,5683,5740,0,18.58403219,3,Mula,73.86096488,2019-03-11
934,1863,866,230,597,294,1031,4295,5443,5928,5678,0,18.58367286,3,Mula,73.8650073,2019-03-11
935,1809,784,207,598,272,1022,4640,5950,6036,6076,0,18.58313387,3,Mula,73.86509713,2019-03-11
936,364,275,207,360,216,448,397,382,334,310,0,18.58187623,2,Mula,73.85422752,2019-03-11
937,1818,784,211,576,286,983,4597,5973,6016,6066,0,18.58133724,3,Mula,73.86617511,2019-03-11
938,1771,1112,312,550,543,905,1632,1925,2236,2106,1,18.58115758,1,Mula,73.84892746,2019-03-11
939,1809,806,208,566,258,947,4529,5911,6024,6015,0,18.58025926,3,Mula,73.86689376,2019-03-11
940,1811,811,220,574,303,955,4419,5740,5956,5901,0,18.57855246,3,Mula,73.86913955,2019-03-11
941,1992,1600,870,1042,1264,1447,1911,2107,2026,2154,1,18.57711516,1,Mula,73.87318197,2019-03-11
942,792,465,1206,1264,1130,1093,1178,1425,1548,1347,0,18.57657617,2,Mula,73.87057685,2019-03-11
943,2728,1985,730,946,1428,1617,1636,1915,2064,2130,1,18.57585752,1,Mula,73.84003413,2019-03-11
944,376,273,236,405,242,474,425,445,428,363,0,18.57567786,2,Mula,73.85126308,2019-03-11
945,2268,1664,709,870,1106,1373,1890,2175,2159,2324,1,18.57567786,1,Mula,73.8533292,2019-03-11
946,332,275,237,451,301,577,368,369,332,283,0,18.57433038,2,Mula,73.83419509,2019-03-11
947,1271,694,1974,2086,1982,2169,2459,2498,1946,2518,0,18.57298291,2,Mula,73.87345146,2019-03-11
948,3224,2765,896,1208,1670,1847,1957,2166,2216,2252,1,18.57055746,1,Mula,73.79619635,2019-03-11
949,2389,2058,1244,1586,1786,1951,2124,1938,1943,2151,1,18.57001847,1,Mula,73.8154203,2019-03-11
950,426,308,303,494,398,629,424,453,392,385,0,18.56920999,2,Mula,73.81991187,2019-03-11
951,3095,2885,1572,1872,2150,2505,2477,2587,2459,2633,1,18.58798477,1,Mula,73.81326434,2020-05-04
952,312,239,234,359,194,371,77,0,196,0,0,18.58394236,2,Mula,73.86024623,2020-05-04
953,221,182,181,325,174,283,150,174,128,48,0,18.58394236,2,Mula,73.8615937,2020-05-04
954,1783,840,204,742,257,1265,4569,5233,5317,5307,0,18.58394236,3,Mula,73.86401915,2020-05-04
955,240,176,183,336,176,305,151,146,141,126,0,18.58367286,2,Mula,73.86105471,2020-05-04
956,240,218,168,284,155,274,74,31,79,14,0,18.58358303,2,Mula,73.8601564,2020-05-04
957,269,206,124,291,121,274,102,102,161,108,0,18.58358303,2,Mula,73.86339033,2020-05-04
958,309,239,208,303,173,293,168,201,167,149,0,18.58304404,2,Mula,73.85764111,2020-05-04
959,3155,2457,742,988,1322,1754,2035,2309,2292,2537,1,18.5817864,1,Mula,73.86725309,2020-05-04
960,2140,901,223,686,218,1168,5431,6899,6834,6966,0,18.58115758,3,Mula,73.85323937,2020-05-04
961,2159,918,190,717,211,1153,5230,6252,7256,6886,0,18.58025926,3,Mula,73.85350886,2020-05-04
962,2123,830,177,709,187,1211,5708,7199,7153,7267,0,18.57792364,3,Mula,73.85207156,2020-05-04
963,1210,573,194,680,236,825,3124,4001,6024,4008,0,18.5769355,3,Mula,73.87066669,2020-05-04
964,1458,634,176,682,198,862,3752,4550,6551,4871,0,18.576666,3,Mula,73.8518919,2020-05-04
965,2559,2121,957,1288,1756,1911,1991,2062,2082,2094,1,18.57657617,1,Mula,73.8020354,2020-05-04
966,908,464,160,632,202,647,1967,2537,4849,2384,0,18.57657617,3,Mula,73.87102601,2020-05-04
967,2843,2090,788,1130,1612,1796,2205,2482,2416,2638,1,18.57630668,1,Mula,73.81164737,2020-05-04
968,1372,729,242,664,356,896,3158,4263,5661,3969,0,18.57621684,3,Mula,73.87165483,2020-05-04
969,731,405,168,449,153,435,1352,1704,3029,1614,0,18.57612701,3,Mula,73.87093618,2020-05-04
970,1173,558,204,628,195,733,2443,3261,5448,3505,0,18.57585752,3,Mula,73.83742902,2020-05-04
971,874,654,602,764,784,722,792,858,1442,1139,1,18.57468971,1,Mula,73.83536289,2020-05-04
972,759,514,162,411,243,481,873,1057,1410,1047,0,18.57459988,3,Mula,73.83347643,2020-05-04
973,2262,1634,358,684,584,1247,2210,2501,2828,2626,1,18.57388122,1,Mula,73.85270038,2020-05-04
974,2001,1614,413,748,946,1414,1727,1922,2009,1979,1,18.57190493,1,Mula,73.78730303,2020-05-04
975,2363,1809,614,878,1234,1394,1911,1963,2141,2235,1,18.58780511,1,Mula,73.82018137,2021-02-28
976,267,202,296,339,289,313,285,308,288,279,0,18.58394236,2,Mula,73.86213269,2021-02-28
977,1531,733,284,528,365,890,3268,3788,3851,4093,0,18.58367286,3,Mula,73.8581801,2021-02-28
978,361,248,344,377,322,399,344,616,430,521,0,18.58367286,2,Mula,73.86437848,2021-02-28
979,283,186,268,297,277,269,237,283,314,314,0,18.58331354,2,Mula,73.86374966,2021-02-28
980,2547,2020,748,1014,1368,1519,1585,1756,1811,1850,1,18.58286438,1,Mula,73.87210399,2021-02-28
981,711,414,344,612,330,528,1357,1951,3981,1922,0,18.58241522,3,Mula,73.85701229,2021-02-28
982,430,269,250,360,268,407,650,875,1456,943,0,18.5817864,3,Mula,73.86608528,2021-02-28
983,1718,716,277,565,298,897,4221,5385,5412,5456,0,18.58106775,3,Mula,73.85368853,2021-02-28
984,2412,1749,497,672,830,1075,1242,1385,1466,1594,1,18.58088808,1,Mula,73.85719196,2021-02-28
985,1634,717,251,576,289,961,4054,4549,4852,4854,0,18.57909145,3,Mula,73.85216139,2021-02-28
986,2091,1880,999,1214,1272,1518,1691,1864,1758,1929,1,18.5783728,1,Mula,73.87363113,2021-02-28
987,2136,1491,452,735,750,1333,2002,2171,2721,2647,1,18.57639651,1,Mula,73.87201416,2021-02-28
988,1862,770,295,634,297,1035,4972,5995,6192,6154,0,18.57576769,3,Mula,73.8518919,2021-02-28
989,1638,779,359,698,373,1037,3820,4426,4640,4589,0,18.5752287,3,Mula,73.83473407,2021-02-28
990,1807,778,392,786,396,1207,4308,4973,5020,5068,0,18.57442021,3,Mula,73.83392559,2021-02-28
991,1042,478,312,594,295,729,2227,3257,4864,3103,0,18.57334224,3,Mula,73.84290874,2021-02-28
992,1840,1384,786,968,1100,1232,1572,1812,1544,1830,1,18.57253375,1,Mula,73.82880519,2021-02-28
993,872,417,249,490,286,586,1796,2611,4243,2670,0,18.57235409,3,Mula,73.84425622,2021-02-28
994,282,231,250,336,272,312,386,318,398,269,0,18.57226426,2,Mula,73.8316798,2021-02-28
995,694,371,333,598,328,651,1605,2596,4388,2216,0,18.57082695,3,Mula,73.87408028,2021-02-28
996,694,371,333,598,328,651,1605,2596,4388,2216,0,18.57082695,3,Mula,73.87417012,2021-02-28
997,348,263,240,350,248,393,380,257,316,301,0,18.56822184,2,Mula,73.81416265,2021-02-28
998,309,231,210,328,235,399,325,247,318,272,0,18.56813201,2,Mula,73.81317451,2021-02-28
999,2014,1609,558,756,1046,1134,1324,1243,1438,1626,1,18.58591865,1,Mula,73.82036103,2021-04-29
1000,2312,1828,758,1112,1432,1761,2477,2526,2504,2917,1,18.58196606,1,Mula,73.85485634,2021-04-29
1001,2150,1324,415,673,638,1107,2045,2302,2242,2589,1,18.58187623,1,Mula,73.84874779,2021-04-29
1002,1906,903,348,680,482,1072,3121,3783,4079,4400,0,18.58034909,3,Mula,73.85386819,2021-04-29
1003,426,322,290,328,302,363,360,352,312,368,0,18.57981011,2,Mula,73.86743275,2021-04-29
1004,2080,1396,342,528,589,1008,1957,2336,2366,2540,1,18.57909145,1,Mula,73.82718823,2021-04-29
1005,376,296,306,310,293,322,298,301,288,257,0,18.57909145,2,Mula,73.86833107,2021-04-29
1006,617,414,394,399,360,504,630,574,345,633,0,18.57846263,2,Mula,73.86958871,2021-04-29
1007,3129,2291,568,841,1224,1579,1678,1795,1737,2188,1,18.57774398,1,Mula,73.84012397,2021-04-29
1008,1045,574,676,776,830,1775,1511,1419,835,1534,0,18.57711516,2,Mula,73.87021753,2021-04-29
1009,1063,501,350,440,337,761,2107,2428,1687,2832,0,18.57675583,3,Mula,73.85171223,2021-04-29
1010,3333,2601,739,954,1368,1647,1818,1903,1897,2218,1,18.57513887,1,Mula,73.79943028,2021-04-29
1011,1871,1176,1822,1896,2112,3010,2817,3024,2350,3065,0,18.57513887,2,Mula,73.87300231,2021-04-29
1012,2357,1339,4296,4424,4464,3812,4266,4214,4504,4213,0,18.57451005,2,Mula,73.87309214,2021-04-29
1013,2081,912,299,742,414,1191,4382,5432,5419,5772,0,18.57271341,3,Mula,73.84470537,2021-04-29
