,S2_img_id,S2_time,cloud_perc,date,location,S1_img_id,S1_time
74,COPERNICUS/S2_SR_HARMONIZED/20241024T160239_20241024T160509_T17RMN,1729786515317,0.167229,2024-10-24,Rodman,,
75,COPERNICUS/S2_SR_HARMONIZED/20241123T160509_20241123T160634_T17RMN,1732378515502,0.004771,2024-11-23,Rodman,,
76,COPERNICUS/S2_SR_HARMONIZED/20241203T160539_20241203T160730_T17RMN,1733242515293,0.003991,2024-12-03,Rodman,,
77,COPERNICUS/S2_SR_HARMONIZED/20250112T160529_20250112T160531_T17RMN,1736698514048,0.018006,2025-01-12,Rodman,,
78,COPERNICUS/S2_SR_HARMONIZED/20250117T160611_20250117T161457_T17RMN,1737130513194,2.470974,2025-01-17,Rodman,,
79,COPERNICUS/S2_SR_HARMONIZED/20250221T160209_20250221T160734_T17RMN,1740154519178,8.803428,2025-02-21,Rodman,,
80,COPERNICUS/S2_SR_HARMONIZED/20250226T160251_20250226T161116_T17RMN,1740586538711,0.00358,2025-02-26,Rodman,,
81,COPERNICUS/S2_SR_HARMONIZED/20250313T160229_20250313T160629_T17RMN,1741882516136,0.667798,2025-03-13,Rodman,,
82,COPERNICUS/S2_SR_HARMONIZED/20250318T160021_20250318T160742_T17RMN,1742314538275,0.668631,2025-03-18,Rodman,,
83,COPERNICUS/S2_SR_HARMONIZED/20250412T155819_20250412T161439_T17RMN,1744474517279,0.248281,2025-04-12,Rodman,,
84,COPERNICUS/S2_SR_HARMONIZED/20250417T155921_20250417T161029_T17RMN,1744906535128,0.005677,2025-04-17,Rodman,,
85,COPERNICUS/S2_SR_HARMONIZED/20250924T160021_20250924T160755_T17RMN,1758730529458,8.941357,2025-09-24,Rodman,,
86,COPERNICUS/S2_SR_HARMONIZED/20251103T160441_20251103T160523_T17RMN,1762186527266,0.640054,2025-11-03,Rodman,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251103T232928_20251103T232953_061720_07B681_F99F,1762212568000.0
87,COPERNICUS/S2_SR_HARMONIZED/20251113T160531_20251113T160635_T17RMN,1763050523899,0.008533,2025-11-13,Rodman,,
88,COPERNICUS/S2_SR_HARMONIZED/20251118T160449_20251118T160545_T17RMN,1763482510132,0.005571,2025-11-18,Rodman,,
89,COPERNICUS/S2_SR_HARMONIZED/20251128T160519_20251128T160656_T17RMN,1764346507357,4.909343,2025-11-28,Rodman,,
90,COPERNICUS/S2_SR_HARMONIZED/20251213T160701_20251213T160716_T17RMN,1765642522884,1.764311,2025-12-13,Rodman,,
91,COPERNICUS/S2_SR_HARMONIZED/20251223T160711_20251223T160724_T17RMN,1766506522256,0.126187,2025-12-23,Rodman,,
